id,title,text,text_norm
604,"the 7 in. x 7 in. hypersonic wind tunnel at r.a.e., farnborough part iii - calibration of the flow in the working section .","the 7 in. x 7 in. hypersonic wind tunnel at r.a.e., farnborough part iii - calibration of the flow in the working section . the fused silica nozzle to give m=7 in the 7 in. x 7 in. hypersonic wind tunnel produces a flow field with an average mach number of 6.85 along the centreline of the working section . the mach number gradually decreases towards the boundary layer, and over a core of approximately mach number . the nozzle heats up during a run but this has little effect on the mach number distribution . at one station the mach number was one-third per cent greater for a run of 1 minute than for a run of 10 seconds . the temperature field in the inviscid flow has an average variation of in temperature with time throughout a run .",hyperson wind tunnel farnborough part iii calibr flow work section fuse silica nozzl give hyperson wind tunnel produc flow field averag mach number 85 along centrelin work section mach number gradual decreas toward boundari layer core approxim mach number nozzl heat run littl effect mach number distribut one station mach number one third per cent greater run minut run 10 second temperatur field inviscid flow averag variat temperatur time throughout run
605,pressure measurements on a cone-cylinder-flare configuration at small incidences for m 6.8 .,"pressure measurements on a cone-cylinder-flare configuration at small incidences for m 6.8 . pressure measurements were made on a slender cone-cylinder-flare configuration, slightly blunted at the nose, for 0, 3 and 6 degrees incidence at a free-stream mach number of 6.8 . it was found that the surface pressures obtained on the cone agreed with extrapolations to m equals 6.8 of theoretical values given in m.i.t. tables /kopal/for yawed cones, and that impact theory gave a good indication of the pressure level to be expected on all parts of the body where surface incidence was sufficiently large to merit its use . the semi-angles of the conical and flared parts of the model were both the pressure level on the flare rose in all cases to approximately that developed upstream on the cone surface . no evidence of a marked over-expansion to pressures below the free-stream value was noticed at the junction between cone and cylinder .",pressur measur cone cylind flare configur small incid pressur measur made slender cone cylind flare configur slightli blunt nose degre incid free stream mach number found surfac pressur obtain cone agre extrapol equal theoret valu given tabl kopal yaw cone impact theori gave good indic pressur level expect part bodi surfac incid suffici larg merit use semi angl conic flare part model pressur level flare rose case approxim develop upstream cone surfac evid mark expans pressur free stream valu notic junction cone cylind
606,formulae and approximations for aerodynamic heating rates in high speed flight .,"formulae and approximations for aerodynamic heating rates in high speed flight . this note gives formulae and approximations suitable for making preliminary estimates of aerodynamic heating rates in high speed flight . the formulae are based on the /intermediate enthalpy/ approximation which has given good agreement with theoretical and experimental evidence . in the general flight case they could be used in conjunction with an analogue computer or a step-by-step method of integration to predict the variations of heat flow and skin temperature with time . in the restricted case of flight at constant altitude and mach number, simple analytical methods and results are given which include the effects of radiation and can be applied to /thick/ as well as /thin/ skins where h is the aerodynamic heat transfer factor, and g, d and k are the heat capacity, thickness and thermal conductivity of the skin . if 0.1 the skin is approximately /thin/, i.e. temperature gradients across its thickness may be neglected .",formula approxim aerodynam heat rate high speed flight note give formula approxim suitabl make preliminari estim aerodynam heat rate high speed flight formula base intermedi enthalpi approxim given good agreement theoret experiment evid gener flight case could use conjunct analogu comput step step method integr predict variat heat flow skin temperatur time restrict case flight constant altitud mach number simpl analyt method result given includ effect radiat appli thick well thin skin aerodynam heat transfer factor heat capac thick thermal conduct skin skin approxim thin temperatur gradient across thick may neglect
607,duct flow in magnetohydrodynamics .,duct flow in magnetohydrodynamics . this paper is an extension of the work of hartmann (2) and shercliff transverse magnetic fields -- the simplest class of magnetohydrodynamic problems . we are concerned here mainly with the boundary value problems associated with flow in ducts with conducting walls .,duct flow magnetohydrodynam paper extens work hartmann shercliff transvers magnet field simplest class magnetohydrodynam problem concern mainli boundari valu problem associ flow duct conduct wall
608,aerodynamic noise in supersonic wind tunnels .,"aerodynamic noise in supersonic wind tunnels . hot-wire measurements in the free stream of a supersonic wind tunnel were made in the mach number range of 1.6 to 5.0 . it is shown that the mass-flow fluctuations increase very rapidly with increasing mach number . if the fluctuation field is assumed to consist of sound waves-dash an assumption that is consistent with the measurements-dashthe sound intensity is approximately proportional to m, within the range of the experiments . furthermore, the orientation of the field is found to be different from the mach line direction,. it corresponds to a sound-source velocity of approximately one-half the free-stream velocity for the higher mach numbers . it is shown that the turbulent boundary layer along the nozzle and the tunnel walls is responsible for this sound field .",aerodynam nois superson wind tunnel hot wire measur free stream superson wind tunnel made mach number rang shown mass flow fluctuat increas rapidli increas mach number fluctuat field assum consist sound wave dash assumpt consist measur dashth sound intens approxim proport within rang experi furthermor orient field found differ mach line direct correspond sound sourc veloc approxim one half free stream veloc higher mach number shown turbul boundari layer along nozzl tunnel wall respons sound field
609,on three dimensional bodies of delta planform which can support plane attached shock waves .,"on three dimensional bodies of delta planform which can support plane attached shock waves . this note collects together in one report available theoretical work on bodies which can support attached plane shock waves, discusses some of the possible merits of such shapes, and includes some calculations illustrating their properties . also, some preliminary results from wind tunnel tests are given, together with details of proposed future tests .",three dimension bodi delta planform support plane attach shock wave note collect togeth one report avail theoret work bodi support attach plane shock wave discuss possibl merit shape includ calcul illustr properti also preliminari result wind tunnel test given togeth detail propos futur test
610,corner interference effects .,"corner interference effects . the three-dimensional incompressible flow of fluid along the corner of two semi-infinite plates intersecting at right angles, especially the interference of the boundary layers of the two plates, is discussed . mainly, the more important case of turbulent boundary layer is treated by means of experimental studies carried out at the technical university of braunschweig . some theoretical results for laminar flow are also taken into account . in order to describe the interference effects in the boundary layer, an interference displacement thickness and an interference skin friction have been introduced . it is shown from experiments and also from theoretical considerations how these two quantities depend on reynolds number . furthermore, the influence of interference on the transition from laminar to turbulent flow is investigated . in addition, some preliminary results are given about the effect of the pressure gradient on the interference effects .",corner interfer effect three dimension incompress flow fluid along corner two semi infinit plate intersect right angl especi interfer boundari layer two plate discuss mainli import case turbul boundari layer treat mean experiment studi carri technic univers braunschweig theoret result laminar flow also taken account order describ interfer effect boundari layer interfer displac thick interfer skin friction introduc shown experi also theoret consider two quantiti depend reynold number furthermor influenc interfer transit laminar turbul flow investig addit preliminari result given effect pressur gradient interfer effect
611,an approximate solution of the compressible laminar boundary layer on a flat plate .,"an approximate solution of the compressible laminar boundary layer on a flat plate . following a major assumption that enthalpy and velocity are dependent only on local conditions, an enthalpy-velocity relation is obtained for the laminar boundary layer on a flat plate where subscripts p refer to the plate, 1 to the free stream and e to the equilibrium temperature condition at the plate . when compared with general results, this relation (exact for prandtl number o = 1) gives a close approximation to crocco's numerical results for o = 0.725 and 1.25, up to . using the above relation in conjunction with the approximate viscosity-temperature relation suggested by chapman and rubesin, and with young's suggested first approximation for shearing stress it is shown that close approximations to displacement thickness and velocity distribution are given by and where and which serves to define c . these have the advantage of being algebraic in form whereas previous results have involved complex numerical integrations for individual cases .",approxim solut compress laminar boundari layer flat plate follow major assumpt enthalpi veloc depend local condit enthalpi veloc relat obtain laminar boundari layer flat plate subscript refer plate free stream equilibrium temperatur condit plate compar gener result relat exact prandtl number give close approxim crocco numer result 725 25 use relat conjunct approxim viscos temperatur relat suggest chapman rubesin young suggest first approxim shear stress shown close approxim displac thick veloc distribut given serv defin advantag algebra form wherea previou result involv complex numer integr individu case
612,pressure distributions and flow patterns at m=4 . on some delta wings of inverted 'v' cross section .,pressure distributions and flow patterns at m=4 . on some delta wings of inverted 'v' cross section . wind tunnel tests have been made to measure pressure distributions and to study flow patterns on a series of delta wings of inverted 'v' cross-section . each of these wings was designed to have a plane shock wave in the plane of the leading edges at a chosen mach number and incidence . it was found that for a wide incidence range about the design point the shock wave remained virtually attached to the leading edges and at each incidence the pressure was approximately constant over the lower surface .,pressur distribut flow pattern delta wing invert cross section wind tunnel test made measur pressur distribut studi flow pattern seri delta wing invert cross section wing design plane shock wave plane lead edg chosen mach number incid found wide incid rang design point shock wave remain virtual attach lead edg incid pressur approxim constant lower surfac
613,the contraction of satellite orbits under the influence of air drag part i . with spherically symmetrical atmosphere .,"the contraction of satellite orbits under the influence of air drag part i . with spherically symmetrical atmosphere . the effect of air drag on satellite orbits of small eccentricity e/0.2/ is studied analytically by a perturbation method, on the assumption that the atmosphere is spherically symmetrical . equations are derived which show/1/how orbital period and perigee distance vary with eccentricity as the orbit contracts, and/2/how each of these quantities varies with time . the equations of type/1/are nearly independent of the oblateness of the atmosphere . in all the equations, terms of order e and higher are usually neglected . the results are also presented graphically, in a manner designed for practical use . the theory is to be extended to an oblate atmosphere in part ii, and will later be compared with observation .",contract satellit orbit influenc air drag part spheric symmetr atmospher effect air drag satellit orbit small eccentr studi analyt perturb method assumpt atmospher spheric symmetr equat deriv show orbit period perige distanc vari eccentr orbit contract quantiti vari time equat type nearli independ oblat atmospher equat term order higher usual neglect result also present graphic manner design practic use theori extend oblat atmospher part ii later compar observ
614,the contraction of satellite orbits under the influence of air drag .,"the contraction of satellite orbits under the influence of air drag . part ii . with oblate atmosphere . the effect of air drag on satellite orbits of small eccentricity e/0.2/ was studied in part i/technical note no.g.w.533/on the assumption that the atmosphere was spherically symmetrical . here the theory is extended to an atmosphere in which the surfaces of constant density are spheroids of arbitrary small ellipticity . equations are derived which show how perigee distance and orbital period vary with eccentricity, and how eccentricity is related to time . expressions are also obtained which give lifetime and air density at perigee in terms of the rate of change of period . in most of the equations, terms of order e and higher are neglected . the results take different forms according as the eccentricity is greater or less than about 0.025, while circular orbits are dealt with in a separate section . the results are also presented graphically in a manner designed for practical application, and examples of the theory in use are given . the influence of atmospheric oblateness is difficult to summarize fairly simultaneously assume their'worst'values, some of the spherical-atmosphere results can be altered by up to 30( as a result of oblateness and 5-10( would be a more representative figure .",contract satellit orbit influenc air drag part ii oblat atmospher effect air drag satellit orbit small eccentr studi part technic note 533 assumpt atmospher spheric symmetr theori extend atmospher surfac constant densiti spheroid arbitrari small ellipt equat deriv show perige distanc orbit period vari eccentr eccentr relat time express also obtain give lifetim air densiti perige term rate chang period equat term order higher neglect result take differ form accord eccentr greater less 025 circular orbit dealt separ section result also present graphic manner design practic applic exampl theori use given influenc atmospher oblat difficult summar fairli simultan assum worst valu spheric atmospher result alter 30 result oblat 10 would repres figur
615,the contraction of satellite orbits under the influence of air drag . part iii . high eccentricity orbits . /0.2 e 1/ .,"the contraction of satellite orbits under the influence of air drag . part iii . high eccentricity orbits . /0.2 e 1/ . the effect of air drag on satellite orbits of eccentricity e less than between 0.2 and 1 is presented . equations are derived which show how perigee distance and orbital period vary with eccentricity during the satellite's life, and how eccentricity is related to time,.and formulae are obtained for the lifetime and the air density at perigee, in terms of the rate of change of period . the results are also presented graphically and their implications and limitations are discussed .",contract satellit orbit influenc air drag part iii high eccentr orbit effect air drag satellit orbit eccentr less present equat deriv show perige distanc orbit period vari eccentr satellit life eccentr relat time formula obtain lifetim air densiti perige term rate chang period result also present graphic implic limit discuss
616,determination of upper-atmosphere air density and scale height from satellite observations .,"determination of upper-atmosphere air density and scale height from satellite observations . a solution is obtained for the rate of change of semi-major axis and perigee distance of a satellite orbit with time due to the resistance of the atmosphere . the logarithm of air density is assumed to vary quadratically with height, and the oblateness of the atmosphere is taken into account . the calculation of perigee air density in terms of the rate of change of satellite period is dealt with,. and the method is applied to data at present available on six different satellites . the variation of air density with height is obtained as in p-28.59/0.15/-h-200//46/5/0.028/0.013//h-200///46/ for h in the range of approximately 170 to 700 km, where p is in grams/c m, h is in kilometres and standard deviations are given in brackets .",determin upper atmospher air densiti scale height satellit observ solut obtain rate chang semi major axi perige distanc satellit orbit time due resist atmospher logarithm air densiti assum vari quadrat height oblat atmospher taken account calcul perige air densiti term rate chang satellit period dealt method appli data present avail six differ satellit variat air densiti height obtain 28 59 15 200 46 028 013 200 46 rang approxim 170 700 km gram kilometr standard deviat given bracket
617,determination of upper-atmosphere air density profile from satellite observations .,determination of upper-atmosphere air density profile from satellite observations . the theory previously developed for the changes in the perigee distance and semi-major axis of a satellite orbit due to air drag is extended to enable the air-density profile/i.e.its relative variation with height/to be derived from the motion of the orbit's perigee . the solution is first obtained in terms of the change in perigee distance and then in terms of the change in the radius of the earth at the sub-perigee point the scale height in the 180 and 220 km altitude regions .,determin upper atmospher air densiti profil satellit observ theori previous develop chang perige distanc semi major axi satellit orbit due air drag extend enabl air densiti profil rel variat height deriv motion orbit perige solut first obtain term chang perige distanc term chang radiu earth sub perige point scale height 180 220 km altitud region
618,orbit decay and prediction of the motion of artificial satellites .,"orbit decay and prediction of the motion of artificial satellites . the rate of decay of elliptic satellite orbits, due to atmospheric drag, is investigated through variation of parameters and through use of an atmospheric model involving a power function between density and altitude . this model is shown to fit actual conditions better than an exponential function . the effects of the equatorial belt and the rotation of the earth are investigated . the conclusion is reached that through these anomalies atmospheric drag substantially affects the orbit elements, especially those defining the orbit plane . an alternate approach of variation of parameters is presented, by which a direct relation between period decay and instantaneous density conditions is established . this approach, by itself specifically adequate for prediction work, also opens an avenue for systematic and unified evaluation of observed decay .",orbit decay predict motion artifici satellit rate decay ellipt satellit orbit due atmospher drag investig variat paramet use atmospher model involv power function densiti altitud model shown fit actual condit better exponenti function effect equatori belt rotat earth investig conclus reach anomali atmospher drag substanti affect orbit element especi defin orbit plane altern approach variat paramet present direct relat period decay instantan densiti condit establish approach specif adequ predict work also open avenu systemat unifi evalu observ decay
619,density of the upper atmosphere from analysis of satellite orbits .. further results .,density of the upper atmosphere from analysis of satellite orbits .. further results . the method previously described has been refined by taking into account atmospheric rotation . further results are given from satellites of latitude and season and day-to-night changes are reported .,densiti upper atmospher analysi satellit orbit result method previous describ refin take account atmospher rotat result given satellit latitud season day night chang report
620,earth satellite observations and the upper atmosphere .,"earth satellite observations and the upper atmosphere . atmospheric densities have been derived from artificial satellites in altitudes 200-700 km. and from rockets up to about 200 km. to consolidate the two sets of data, h.k. kallmann suggested a model with a exact form of this curve has now been derived . corrections for the is excellent . very close correlation between atmospheric density variations/h180 km./ and the solar 20-cm. radiation implies that the origin of the'solar effect'may lie in the absorption of solar ultra-violet radiation . the atmospheric density curve between 180 and 200 km. shows a temperature inversion in the fl-layer . it is not yet possible to decide whether solar ultra-violet radiation as well as the solar he line and solar x-ray radiation contribute to the heating of the fl-layer . diurnal and seasonal density variations at altitudes 210, 562 and 660 km. have been derived from variations in acceleration of three satellites/sputnik 3, vanguard 1 and 2/ . group averages of diurnal variations are taken from different dates within the period may 15, 1958-october 1, 1959 . physcal conditions in the upper atmosphere are briefly summarized ..the'solar effect'originates in the fl-layer as a result of heating by the solar he line at 304 a. diurnal density variation at 210 km. is only a few per cent . absorption of solar electromagnetic radiation in the f2-layer, and large heat conductivity cause intense diurnal density and temperature variations above",earth satellit observ upper atmospher atmospher densiti deriv artifici satellit altitud 200 700 km rocket 200 km consolid two set data kallmann suggest model exact form curv deriv correct excel close correl atmospher densiti variat h180 km solar 20 cm radiat impli origin solar effect may lie absorpt solar ultra violet radiat atmospher densiti curv 180 200 km show temperatur invers fl layer yet possibl decid whether solar ultra violet radiat well solar line solar ray radiat contribut heat fl layer diurnal season densiti variat altitud 210 562 660 km deriv variat acceler three satellit sputnik vanguard group averag diurnal variat taken differ date within period may 15 1958 octob 1959 physcal condit upper atmospher briefli summar solar effect origin fl layer result heat solar line 304 diurnal densiti variat 210 km per cent absorpt solar electromagnet radiat f2 layer larg heat conduct caus intens diurnal densiti temperatur variat
621,latitude and diurnal variations of air densities from 190 to 280 km. as derived from the orbits of discoverer satellites .,"latitude and diurnal variations of air densities from 190 to 280 km. as derived from the orbits of discoverer satellites . variations in air density between day and night in the region 190 to 280 km are found to be small/less than about 25(/ . the presence of a possible region of local heating at about 220 km which disappears at night . the night-time density profile conforms with a constant scale height of 35/2/km.no definite variation of air density with latitude is evident apart from a possible increase of about 60(, which is indicated by rather limited polar-region data . for other latitudes and seasons a variation of less than about 20( is indicated .",latitud diurnal variat air densiti 190 280 km deriv orbit discover satellit variat air densiti day night region 190 280 km found small less 25 presenc possibl region local heat 220 km disappear night night time densiti profil conform constant scale height 35 km definit variat air densiti latitud evid apart possibl increas 60 indic rather limit polar region data latitud season variat less 20 indic
622,"scale height in the upper atmosphere, derived from changes in satellite orbits .","scale height in the upper atmosphere, derived from changes in satellite orbits . the'density scale height'h in the upper atmosphere is a measure of the rate at which air density p varies with height y, being given by h-p//dp/dy/ . the value of h, although important because/with the molecular weight of the air/it determines the air temperature, has not as yet been well determined at heights above 200 km . this note develops methods for finding h from the decrease in a satellite's perigee height and from the decrease in the orbital period of a satellite in a small-eccentricity orbit . these methods are then applied to all the 14 satellites found suitable for the purpose . the 44 values of h obtained, for heights of 200-450 km, represent an average over day and night and probably have errors/s.d./of 5-10( . it is found that, as solar activity declined between 1957 and 1961, h decreased greatly ..e.g.at height 275 km, h decreased from 60 km in early 1958 to height becomes much less rapid above 350 km, and are consistent with the supposition that h had low values, near 35 km, at heights near 250 km, for 1959-61 . the results could be greatly extended in scope and improved in accuracy if more accurate orbits were available for short-lifetime satellites .",scale height upper atmospher deriv chang satellit orbit densiti scale height upper atmospher measur rate air densiti vari height given dp dy valu although import molecular weight air determin air temperatur yet well determin height 200 km note develop method find decreas satellit perige height decreas orbit period satellit small eccentr orbit method appli 14 satellit found suitabl purpos 44 valu obtain height 200 450 km repres averag day night probabl error 10 found solar activ declin 1957 1961 decreas greatli height 275 km decreas 60 km earli 1958 height becom much less rapid 350 km consist supposit low valu near 35 km height near 250 km 1959 61 result could greatli extend scope improv accuraci accur orbit avail short lifetim satellit
623,on the coupling between heat and mass transfer .,"on the coupling between heat and mass transfer . in mixtures of two different gases or liquids, one constituent will migrate spontaneously toward the warmer parts, and the other toward the colder parts . this phenomenon, known as the soret effect, and its converse the dufour effect, were discovered as early as 1856 and 1873 respectively . the two effects can also be considered as a simultaneous transport of mass and heat, or as a coupling between heat and mass transfer . the effects of this coupling have been neglected in all investigations of heat transfer in multicomponent flow systems so far, on the a priori assumption that they are small . in a recent publication however, it was shown that they can be large in laminar-boundary-layer-type flows with helium injection . turbulent-boundary-layer measurements and an analysis conducted at the heat transfer laboratory clearly showed significant effects of the coupling on heat transfer and adiabatic wall temperature . from additional measurements, the results of which are presented below, it is possible to separate the heat flux at the model wall into one part depending on the temperature gradient and a second part caused by the coupling . it is shown that the latter exceeds the former, and hence the coupling may not be neglected a priori without careful consideration .",coupl heat mass transfer mixtur two differ gase liquid one constitu migrat spontan toward warmer part toward colder part phenomenon known soret effect convers dufour effect discov earli 1856 1873 respect two effect also consid simultan transport mass heat coupl heat mass transfer effect coupl neglect investig heat transfer multicompon flow system far priori assumpt small recent public howev shown larg laminar boundari layer type flow helium inject turbul boundari layer measur analysi conduct heat transfer laboratori clearli show signific effect coupl heat transfer adiabat wall temperatur addit measur result present possibl separ heat flux model wall one part depend temperatur gradient second part caus coupl shown latter exce former henc coupl may neglect priori without care consider
624,cruise performance of channel-flow ground effect machines .,"cruise performance of channel-flow ground effect machines . the performance theory for high-speed air-cushion vehicles operating in close proximity to the ground is developed . the analysis is restricted to cruise flight of vehicles of rectangular planform employing an air pressure seal between the ground and the vehicle along the two streamwise sides . the variation of the optimum rearward deflection angle of the side jet pressure seal with speed for minimum overall power expenditure and maximum range is found . it is concluded that a mixed propulsion system (jet deflection plus propeller(s)) is required . volume flow and the corresponding fan pressure rise needed are also calculated . the maximum lift drag ratio is determined . the maximum thickness ratios of the vehicles are considered to be large compared with the ground-height vehicle-length ratio . two-dimensional airfoil theory is employed to show that close to stagnation conditions exist below the vehicles . the lower-surface lift, pitching moment, and aerodynamic-center location are determined . the flow over the upper surface is identified with flow over mounds . upper-surface lift coefficients are determined for typical mound shapes . it is shown that high total lift coefficients are theoretically obtainable with almost zero induced drag . the conventional induced-drag power penalty is replaced by a sealing-air power expenditure, which is shown not to be excessive .",cruis perform channel flow ground effect machin perform theori high speed air cushion vehicl oper close proxim ground develop analysi restrict cruis flight vehicl rectangular planform employ air pressur seal ground vehicl along two streamwis side variat optimum rearward deflect angl side jet pressur seal speed minimum overal power expenditur maximum rang found conclud mix propuls system jet deflect plu propel requir volum flow correspond fan pressur rise need also calcul maximum lift drag ratio determin maximum thick ratio vehicl consid larg compar ground height vehicl length ratio two dimension airfoil theori employ show close stagnat condit exist vehicl lower surfac lift pitch moment aerodynam center locat determin flow upper surfac identifi flow mound upper surfac lift coeffici determin typic mound shape shown high total lift coeffici theoret obtain almost zero induc drag convent induc drag power penalti replac seal air power expenditur shown excess
625,viscous and inviscid nonequilibrium gas flows .,"viscous and inviscid nonequilibrium gas flows . the condition of immediate freezing of the mass fraction of dissociated species of air at the equilibrium value behind the shock envelope prevails over a major portion of the flight spectrum associated with lifting re-entry vehicles . this is observed by means of order-of-magnitude considerations within the limits of the present knowledge of chemical reaction rates for the constituents of air . accordingly, investigations of the viscous and inviscid hypersonic flow about blunt and sharp leading edge slender bodies are made . the investigations are generalized to consider an arbitrary degree of dissociation in the ambient free stream . this condition is included in order to allow comparison with the flow field about a model in the test section of a hypersonic facility with dissociated air species present in the free stream . inviscid frozen flow investigations are made for blunt and sharp leading edge slender body power-law geometries . the results indicate that the influence of a finite leading edge, in inducing a pressure field far downstream (/blast-wave/ analogy), is considerably diminished for this model . this conclusion is verified numerically by a characteristics solution for the hypersonic flow about a /sonic-wedge/ slab . the viscous investigations consider the boundary-layer interaction problem with a frozen degree of dissociation . in this case, as in the inviscid analysis, the governing parameter is observed to be the ratio of the dissociation energy to the free-stream kinetic energy . the influence of this parameter on the boundary-layer interaction mechanism for a highly cooled, noncatalytic wall is presented . the influence of a frozen flow field on skin friction and heat transfer is also discussed . finally, since higher mach number gas flows may be generated in wind tunnel nozzles where dissociation nonequilibrium effects are present, the possibility of employing expansions with a controlled degree of dissociation as a technique for aerodynamic simulation is presented .",viscou inviscid nonequilibrium ga flow condit immedi freez mass fraction dissoci speci air equilibrium valu behind shock envelop prevail major portion flight spectrum associ lift entri vehicl observ mean order magnitud consider within limit present knowledg chemic reaction rate constitu air accordingli investig viscou inviscid hyperson flow blunt sharp lead edg slender bodi made investig gener consid arbitrari degre dissoci ambient free stream condit includ order allow comparison flow field model test section hyperson facil dissoci air speci present free stream inviscid frozen flow investig made blunt sharp lead edg slender bodi power law geometri result indic influenc finit lead edg induc pressur field far downstream blast wave analog consider diminish model conclus verifi numer characterist solut hyperson flow sonic wedg slab viscou investig consid boundari layer interact problem frozen degre dissoci case inviscid analysi govern paramet observ ratio dissoci energi free stream kinet energi influenc paramet boundari layer interact mechan highli cool noncatalyt wall present influenc frozen flow field skin friction heat transfer also discuss final sinc higher mach number ga flow may gener wind tunnel nozzl dissoci nonequilibrium effect present possibl employ expans control degre dissoci techniqu aerodynam simul present
626,some features of supersonic and hypersonic flow about blunted cones .,"some features of supersonic and hypersonic flow about blunted cones . for a family of cones of various semiapex angles blunted by spherical caps, shock shapes and surface pressure distributions have been obtained from both the belotserkovskii method and experiment . these results are used to study convergence to conical flow . conditions leading to both overexpansion and underexpansion on the surface with respect to the asymptotic conical pressures are described as well as conditions leading to bow shock inflection points . conditions also exist for which a second shock may occur, or for which the sonic line cannot touch the body surface . the implications of these conditions for various blunt-body methods are discussed . for cones blunted in such a manner as to keep the flow entirely supersonic, the flow field is found to exhibit certain similarities with that for genuine blunting . this is related to the fact that the surface entropy layer for blunt bodies can be most influential, in determining surface pressure, in the interior of the flow field rather than near the surface .",featur superson hyperson flow blunt cone famili cone variou semiapex angl blunt spheric cap shock shape surfac pressur distribut obtain belotserkovskii method experi result use studi converg conic flow condit lead overexpans underexpans surfac respect asymptot conic pressur describ well condit lead bow shock inflect point condit also exist second shock may occur sonic line touch bodi surfac implic condit variou blunt bodi method discuss cone blunt manner keep flow entir superson flow field found exhibit certain similar genuin blunt relat fact surfac entropi layer blunt bodi influenti determin surfac pressur interior flow field rather near surfac
627,flutter analysis of circular panels .,"flutter analysis of circular panels . the flutter problem of flat circular panels with edges elastically restrained against rotation has been formulated in terms of small-deflection plate theory . the panel is subjected to uniform all-round tension or compression in its middle plane, in addition to the supersonic compressible flow passing over its upper surface with still air below . linear piston theory is employed to predict the aerodynamic load on the vibrating panel . the problem is investigated by a rayleigh-type analysis involving chosen modes of the panel as degrees of freedom . in order to investigate the convergence of the solution, the flutter-mode shape of the clamped-edge panel has been expressed in a series form in powers of r cos o . the results of three-, four-, and five-term approximations have displayed oscillatory behavior with apparently rapid convergence of the solution .",flutter analysi circular panel flutter problem flat circular panel edg elast restrain rotat formul term small deflect plate theori panel subject uniform round tension compress middl plane addit superson compress flow pass upper surfac still air linear piston theori employ predict aerodynam load vibrat panel problem investig rayleigh type analysi involv chosen mode panel degre freedom order investig converg solut flutter mode shape clamp edg panel express seri form power co result three four five term approxim display oscillatori behavior appar rapid converg solut
628,thermal effects on a transpiration cooled hemisphere .,"thermal effects on a transpiration cooled hemisphere . an approximate method is used to obtain the injection distribution which would exist on an isothermal, transpiration-cooled hemisphere in a supersonic stream . this distribution is the same for both air and helium injection, and is independent of the blowing level . a model having this distribution was tested in the naval supersonic laboratory wind tunnel at a mach number of 3.53 . it is concluded that the design technique is reasonably accurate . data taken near the nose are compared with the theories for air and helium injection . the agreement in the case of the reduction in heat-transfer coefficient is good . the values of insulated wall temperature obtained near the nose with helium injection are 8 percent above the local stagnation temperature, and largely independent of injection rate . it is believed that this phenomenon may be attributed to the thermal diffusion of the helium within the boundary layer . air injection causes a slight reduction in the insulated wall temperature . it is shown that injection of either air or helium at the hemisphere nose considerably reduces the heat flux at the surface . the additional reduction in heat flux resulting from helium injection as opposed to air injection, and predicted by existing theory, is largely absent .",thermal effect transpir cool hemispher approxim method use obtain inject distribut would exist isotherm transpir cool hemispher superson stream distribut air helium inject independ blow level model distribut test naval superson laboratori wind tunnel mach number 53 conclud design techniqu reason accur data taken near nose compar theori air helium inject agreement case reduct heat transfer coeffici good valu insul wall temperatur obtain near nose helium inject percent local stagnat temperatur larg independ inject rate believ phenomenon may attribut thermal diffus helium within boundari layer air inject caus slight reduct insul wall temperatur shown inject either air helium hemispher nose consider reduc heat flux surfac addit reduct heat flux result helium inject oppos air inject predict exist theori larg absent
629,second-order effects in laminar boundary layers .,"second-order effects in laminar boundary layers . second-order boundary layer disturbances are due to the displacement of the main flow by the boundary layer, surface curvature, freestream vorticity, and slip . a procedure for finding these is given for compressible flow of a perfect gas having a classically similar boundary layer . solutions are given for the flat plate and circular cylinder and for the hypersonic axisymmetric stagnation point . for the latter flow, the dominant effect is that of vorticity, which increases both shear and heat flux . for the plate or cylinder, the same conclusion tends to hold for high speed flow . the vorticity effect is governed by the entire outer flow--not just the wall vorticity .",second order effect laminar boundari layer second order boundari layer disturb due displac main flow boundari layer surfac curvatur freestream vortic slip procedur find given compress flow perfect ga classic similar boundari layer solut given flat plate circular cylind hyperson axisymmetr stagnat point latter flow domin effect vortic increas shear heat flux plate cylind conclus tend hold high speed flow vortic effect govern entir outer flow wall vortic
630,stagnation region in rarefied high mach number flow .,"stagnation region in rarefied high mach number flow . paper describes results of numerical solution of the viscous shock-layer equations for axisymmetric stagnation region, using the viscosity-temperature law with w=0.65, pr=0.71 and y=1.25 . purpose is to establish applicability of the simple approximation of w=1 (obtained earlier) to air at low reynolds numbers and low ratios of wall temperature to stagnation temperature . using a reference temperature (closely equal to eckert's) to interpret the linear results, excellent agreement is found, in the limit of, over a wide range of reynolds numbers, covering fully merged shock layers as well as boundary layers with and without vorticity interaction . agreement with recent experiments of ferri et al is as good as to be expected from shock-layer approximation . paper provides valuable extension of the applicability of the reference temperature concept .",stagnat region rarefi high mach number flow paper describ result numer solut viscou shock layer equat axisymmetr stagnat region use viscos temperatur law 65 pr 71 25 purpos establish applic simpl approxim obtain earlier air low reynold number low ratio wall temperatur stagnat temperatur use refer temperatur close equal eckert interpret linear result excel agreement found limit wide rang reynold number cover fulli merg shock layer well boundari layer without vortic interact agreement recent experi ferri et al good expect shock layer approxim paper provid valuabl extens applic refer temperatur concept
